city,population_proper
"Russellville, SC",
"Pendleton, SC",3184
"Tigerville, SC",
"Mount Pleasant, SC",84170
"McConnells, SC",295
"Rowesville, SC",293
"Mountville, SC",
"Clearwater, SC",
"Six Mile, SC",686
"Luray, SC",121
"Ehrhardt, SC",499
"Mount Holly, SC",
"Valley Falls, SC",
"Kingstree, SC",3221
"Johnsonville, SC",1504
"Mount Croghan, SC",194
"Lane, SC",470
"Ridgeway, SC",303
"Denmark, SC",3019
"Gloverville, SC",
"Blackstock, SC",
"Goose Creek, SC",42039
"Ballentine, SC",
"Edgefield, SC",4752
"Landrum, SC",2531
"Bath, SC",
"Centerville, SC",
"Sharon, SC",569
"Inman, SC",2292
"Ladson, SC",
"Utica, SC",
"Woodfield, SC",
"Lakewood, SC",
"Blythewood, SC",3099
"Jordan, SC",
"Summerville, SC",49323
"Lugoff, SC",
"Campobello, SC",533
"Pocalla Springs, SC",
"Laurens, SC",9080
"Newry, SC",
"Horrel Hill, SC",
"Lexington, SC",20988
"Plum Branch, SC",78
"Martin, SC",
"Hartsville, SC",7768
"Neeses, SC",353
"Pamplico, SC",1243
"Cades, SC",
"India Hook, SC",
"Elko, SC",185
"Wilkinson Heights, SC",
"West Pelzer, SC",926
"Arial, SC",
"Edisto, SC",
"Lyman, SC",3476
"Fort Lawn, SC",864
"Lesslie, SC",
"Sandy Springs, SC",
"Pickens, SC",3190
"Nixons Crossroads, SC",
"Bluffton, SC",18897
"Walhalla, SC",4318
"Pineridge, SC",2265
"Irmo, SC",12177
"Wedgefield, SC",
"Monticello, SC",
"Gayle Mill, SC",
"Marietta, SC",
"Nichols, SC",358
"Edgemoor, SC",
"Bethera, SC",
"Bamberg, SC",3342
"Meriwether, SC",
"Wateree, SC",
"Eureka, SC",
"Parksville, SC",111
"Cokesbury, SC",
"Little Mountain, SC",296
"Mayesville, SC",729
"Sans Souci, SC",
"Briarcliffe Acres, SC",551
"Mullins, SC",4524
"White Oak, SC",
"Effingham, SC",
"Boyden Arbor, SC",
"Garnett, SC",
"Grays Hill, SC",
"Calhoun Falls, SC",1953
"Gaffney, SC",12920
"Socastee, SC",
"Liberty, SC",3252
"Jefferson, SC",742
"Coronaca, SC",
"Jamestown, SC",82
"Fort Mill, SC",15029
"Gilbert, SC",614
"Scotia, SC",206
"Coosawhatchie, SC",
"Welcome, SC",
"Boiling Springs, SC",
"Hilton Head Island, SC",40500
"Pelion, SC",706
"Stateburg, SC",
"Camden, SC",7126
"Ward, SC",93
"Varnville, SC",2047
"Pineville, SC",
"Chappells, SC",
"Miley, SC",
"Greeleyville, SC",404
"Buffalo, SC",
"Atlantic Beach, SC",402
"Clinton, SC",8453
"Batesburg-Leesville, SC",5448
"Seabrook Island, SC",1866
"Ridgeville, SC",1780
"Dorchester, SC",
"Arcadia Lakes, SC",865
"Hickory Grove, SC",502
"Lowndesville, SC",123
"Pawleys Island, SC",107
"Heath Springs, SC",944
"Homewood, SC",
"Walterboro, SC",5293
"Glendale, SC",
"Morgana, SC",
"Starr, SC",186
"Snelling, SC",256
"Jackson, SC",1781
"Hollywood, SC",5084
"North, SC",732
"Five Forks, SC",
"Reevesville, SC",206
"Frogmore, SC",
"Tradesville, SC",
"Startex, SC",
"Eastover, SC",809
"Great Falls, SC",1928
"Harleyville, SC",690
"Ridge Spring, SC",752
"Cummings, SC",
"Orangeburg, SC",13196
"Surfside Beach, SC",4391
"Rockville, SC",137
"Patrick, SC",347
"Summit, SC",438
"Murphys Estates, SC",
"Charleston, SC",134385
"Burnettown, SC",2800
"Aiken, SC",30937
"Salters, SC",
"Gifford, SC",271
"Toddville, SC",
"Hendersonville, SC",
"Shiloh, SC",
"Burton, SC",
"Floydale, SC",
"Gresham, SC",
"New Zion, SC",
"Sumter, SC",40723
"Westminster, SC",2503
"Dalzell, SC",
"Williams, SC",116
"Johns Island, SC",
"Belton, SC",4386
"Hodges, SC",154
"Allendale, SC",3046
"Newberry, SC",10372
"Pinopolis, SC",
"Pomaria, SC",181
"Winnsboro Mills, SC",
"Quinby, SC",942
"East Gaffney, SC",
"McColl, SC",2040
"Golden Grove, SC",
"Pageland, SC",2704
"Trenton, SC",192
"Monetta, SC",234
"Saint George, SC",2165
"Myrtle Beach, SC",32240
"West Union, SC",315
"Kiawah Island, SC",1771
"Townville, SC",
"Wagener, SC",829
"Lando, SC",
"Norris, SC",822
"Union, SC",8000
"Poston, SC",
"Jacksonboro, SC",
"Ashton, SC",
"Powdersville, SC",
"Sullivans Island, SC",1936
"Lake Secession, SC",
"Sellers, SC",213
"Mont Clare, SC",
"York, SC",8058
"North Myrtle Beach, SC",16032
"Cayce, SC",14233
"Cowpens, SC",2302
"McBee, SC",855
"Homeland Park, SC",
"Newport, SC",
"Clemson, SC",16058
"Oak Grove, SC",
"Lockhart, SC",472
"Holly Hill, SC",1220
"Summerton, SC",966
"Moore, SC",
"Pauline, SC",
"Laurel Bay, SC",
"Moncks Corner, SC",10315
"Fair Play, SC",
"Marion, SC",6711
"Darlington, SC",6117
"Folly Beach, SC",2782
"Graves, SC",
"Lake Wylie, SC",
"Rains, SC",
"Islandton, SC",
"Society Hill, SC",542
"Anderson, SC",27544
"Central, SC",5229
"Bonneau, SC",473
"Lobeco, SC",
"Pelzer, SC",1354
"Vaucluse, SC",
"Gadsden, SC",
"West Columbia, SC",16282
"Lake View, SC",783
"Edisto Island, SC",
"McClellanville, SC",543
"Beaufort, SC",13445
"North Charleston, SC",109298
"Gluck, SC",
"Wellford, SC",2563
"Blacksburg, SC",1888
"Olar, SC",237
"Mount Carmel, SC",
"Hilda, SC",421
"Epworth, SC",
"Carlisle, SC",410
"Judson, SC",
"Marlboro, SC",
"Cornwell, SC",
"Cross Anchor, SC",
"Slater, SC",
"Isle of Palms, SC",4395
"Cross Hill, SC",491
"Princeton, SC",
"Pineland, SC",
"Salley, SC",421
"Livingston, SC",131
"Pinewood, SC",538
"Elloree, SC",671
"Smoaks, SC",125
"Fort Motte, SC",
"Boykin, SC",
"Chesnee, SC",913
"Conway, SC",22761
"Saint Stephen, SC",1807
"Westville, SC",
"Salem, SC",149
"Cleveland, SC",
"Aynor, SC",763
"Bennettsville, SC",8255
"Simpsonville, SC",21314
"Cherokee Falls, SC",
"Millett, SC",
"Fingerville, SC",
"Horatio, SC",
"Oakley, SC",
"Elliott, SC",
"Cordova, SC",163
"Rimini, SC",
"Georgetown, SC",9024
"Warrenville, SC",
"Cope, SC",74
"Latta, SC",1334
"Woodruff, SC",4191
"Lone Star, SC",
"Garden City, SC",
"Rion, SC",
"Southern Shops, SC",
"Timmonsville, SC",2376
"Pee Dee, SC",
"Grover, SC",
"Green Pond, SC",
"Hampton, SC",2639
"Oswego, SC",
"Smyrna, SC",50
"Shulerville, SC",
"Estill, SC",1932
"Cheraw, SC",5780
"Dunean, SC",
"Williston, SC",2998
"Sheldon, SC",
"Prosperity, SC",1205
"Bishopville, SC",3238
"Winnsboro, SC",3311
"Canadys, SC",
"Spartanburg, SC",37876
"Privateer, SC",
"Centenary, SC",
"Foreston, SC",
"Langley, SC",
"Tillman, SC",
"Catawba, SC",
"Tatum, SC",71
"Little River, SC",
"Greenwood, SC",23320
"Bowman, SC",921
"Blackville, SC",2265
"Govan, SC",60
"Paxville, SC",185
"Ridgeland, SC",4141
"Roebuck, SC",
"Bradley, SC",
"Troy, SC",93
"Hanahan, SC",23439
"Kirksey, SC",
"Rock Hill, SC",72937
"Perry, SC",239
"Edisto Beach, SC",418
"Santee, SC",923
"Chapin, SC",1575
"Galivants Ferry, SC",
"Fairforest, SC",
"Blenheim, SC",146
"Enoree, SC",
"Riverview, SC",
"Swansea, SC",903
"Piedmont, SC",
"Nesmith, SC",
"Due West, SC",1292
"Ravenel, SC",2628
"Furman, SC",227
"Ruby, SC",351
"Lynchburg, SC",350
"Silverstreet, SC",164
"Sycamore, SC",157
"Reidville, SC",628
"Woodford, SC",178
"Chester, SC",5474
"Gantt, SC",
"Daufuskie Landing, SC",
"Lincolnville, SC",1971
"Seneca, SC",8352
"Alvin, SC",
"Gaston, SC",1657
"Bucksport, SC",
"Jenkinsville, SC",43
"Inman Mills, SC",
"Port Royal, SC",12785
"South Sumter, SC",
"Cameron, SC",416
"Clio, SC",681
"Saluda, SC",3617
"Wallace, SC",
"Greenville, SC",67453
"Lowrys, SC",196
"Fountain Inn, SC",8513
"Saxon, SC",
"East Sumter, SC",
"Duncan, SC",3369
"Eutawville, SC",302
"South Congaree, SC",2410
"Lydia, SC",
"Meggett, SC",1327
"Peak, SC",65
"Forest Acres, SC",10542
"Abbeville, SC",5168
"Montmorenci, SC",
"Kinards, SC",
"Little Rock, SC",
"Saint Andrews, SC",
"Olanta, SC",570
"Red Hill, SC",
"Forestbrook, SC",
"Johnston, SC",2345
"North Augusta, SC",22932
"Cassatt, SC",
"Iva, SC",1286
"Tega Cay, SC",9946
"Joanna, SC",
"Berea, SC",
"Alcolu, SC",
"Florence, SC",38317
"Lancaster, SC",9134
"Willington, SC",
"Saint Matthews, SC",1997
"Clarks Hill, SC",
"Mauldin, SC",25188
"Springdale, SC",2791
"Wisacky, SC",
"Cross, SC",
"Kershaw, SC",2151
"Taylors, SC",
"Springfield, SC",497
"Saint Charles, SC",
"Mayo, SC",
"Converse, SC",
"Mulberry, SC",
"Northlake, SC",
"Andrews, SC",2896
"Brunson, SC",517
"Brookdale, SC",
"McCormick, SC",2532
"Plantersville, SC",
"Pacolet, SC",2387
"Early Branch, SC",
"Ware Place, SC",
"City View, SC",
"Cherryvale, SC",
"Murrells Inlet, SC",
"Rembert, SC",
"Branchville, SC",975
"Travelers Rest, SC",5053
"Hemingway, SC",426
"Clifton, SC",
"Graniteville, SC",
"Easley, SC",20953
"Honea Path, SC",3747
"Oakland, SC",
"Haldeman, KY",
"Glenview Manor, KY",194
"Avawam, KY",
"Cloverport, KY",1155
"Lynn Grove, KY",
"Dundee, KY",
"Wayland, KY",401
"Salt Lick, KY",324
"Crestwood, KY",4910
"Pride, KY",
"Newtown, KY",
"Corbin, KY",7398
"Dawson Springs, KY",2719
"Lakeside Park, KY",2770
"Science Hill, KY",697
"White Tower, KY",
"Falmouth, KY",2139
"Allen City, KY",182
"Weir, KY",
"Tompkinsville, KY",2273
"Union, KY",5807
"Kingsley, KY",398
"Argo, KY",
"Muldraugh, KY",987
"Jeffersontown, KY",27352
"Talbert, KY",
"Taylor Mill, KY",6756
"Cumberland City, KY",
"Moon, KY",
"Leatherwood, KY",
"Radcliff, KY",22490
"South Wallins, KY",
"Meadow Vale, KY",760
"Wallins Creek, KY",146
"Cawood, KY",
"Lynnville, KY",
"Wildwood, KY",273
"Westbend, KY",
"Burnside, KY",900
"Chaplin, KY",
"Ulysses, KY",
"Lisman, KY",
"Paw Paw, KY",
"Helton, KY",
"Edmonton, KY",1585
"Beaumont, KY",
"Colfax, KY",
"Kirkmansville, KY",
"Millstone, KY",
"Sonora, KY",507
"Briarwood, KY",444
"Kevil, KY",605
"Sunrise, KY",
"Hobson, KY",
"Turkey, KY",
"Blue Ridge Manor, KY",772
"Grassy Creek, KY",
"Flaherty, KY",
"Winchester, KY",18461
"Valeria, KY",
"Hodgenville, KY",3226
"Bowling Green, KY",65234
"Moorland, KY",447
"Paint Lick, KY",
"Fonde, KY",
"Burlington, KY",
"Flat Lick, KY",
"Webbville, KY",
"Somerset, KY",11487
"Mannington, KY",
"Worthville, KY",183
"Hollyvilla, KY",556
"Brooksville, KY",643
"Sherman, KY",
"Drip Rock, KY",
"Chilton, KY",
"Pryorsburg, KY",
"Reed, KY",
"Ferguson, KY",941
"Wilder, KY",3071
"Silverhill, KY",
"Niagara, KY",
"Galveston, KY",
"Barlow, KY",659
"Old Brownsboro Place, KY",366
"Rush, KY",
"Cunningham, KY",
"Cane Valley, KY",
"Canmer, KY",
"Calvary, KY",
"Windy Hills, KY",2470
"Berry, KY",261
"Cerulean, KY",
"Columbia, KY",4885
"Oak Level, KY",
"Ligon, KY",
"Buckner, KY",
"Verona, KY",
"Cedarville, KY",
"Beaver Dam, KY",3648
"Stringtown, KY",
"Fort Thomas, KY",16445
"Eddyville, KY",2572
"Athertonville, KY",
"Mackville, KY",227
"Wheatley, KY",
"Grayson, KY",4043
"Greendale, KY",
"Kenton Vale, KY",112
"Dan, KY",
"North Middletown, KY",646
"Dexter, KY",
"Mortons Gap, KY",846
"Pendleton, KY",
"Magnolia, KY",
"Glenview Hills, KY",332
"Richmond, KY",34652
"Providence, KY",3102
"Louisville, KY",616261
"Shopville, KY",
"Heritage Creek, KY",1124
"Cumberland, KY",2059
"Sanders, KY",236
"Columbus, KY",160
"Spottsville, KY",
"Walton, KY",3927
"Middletown, KY",7845
"Ensor, KY",
"Guthrie, KY",1407
"Sitka, KY",
"Fritz, KY",
"Daysville, KY",
"Irvine, KY",2398
"Junction City, KY",2299
"Tilden, KY",
"Kenvir, KY",
"Gasper, KY",
"Glencoe, KY",358
"Spring Mill, KY",301
"Hopkinsville, KY",31811
"Smiths Grove, KY",770
"Olmstead, KY",
"Hopeful Heights, KY",
"Emerson, KY",
"West Liberty, KY",3375
"Colson, KY",
"Freeburn, KY",
"Goose Creek, KY",308
"Wilmore, KY",6312
"Coldstream, KY",1157
"Monterey, KY",135
"Valley View, KY",
"Fredonia, KY",389
"Betsy Layne, KY",
"Sprout, KY",
"Lebanon, KY",5638
"Thousandsticks, KY",
"Petersville, KY",
"Dingus, KY",
"Brodhead, KY",1198
"Wonnie, KY",
"Nevada, KY",
"Mortonsville, KY",
"Mount Hermon, KY",
"Hill Top, KY",
"Livermore, KY",1347
"Cannel City, KY",
"Herndon, KY",
"Calhoun, KY",757
"Whitesburg, KY",1974
"Horse Cave, KY",2364
"Utica, KY",
"Francisville, KY",
"McDowell, KY",
"Glasgow, KY",14594
"Arjay, KY",
"Nortonville, KY",1181
"Evarts, KY",836
"Phelps, KY",
"Sharpsburg, KY",345
"West Louisville, KY",
"Hawesville, KY",1015
"Frances, KY",
"Ottusville, KY",
"Hartford, KY",2771
"Falcon, KY",
"Pine Knot, KY",
"Cave City, KY",2422
"Ryland Heights, KY",1036
"Lowes, KY",
"Fort Mitchell, KY",8286
"Lucas, KY",
"Guage, KY",
"Bellefonte, KY",860
"Gulnare, KY",
"Buckhorn, KY",157
"Martin, KY",591
"Kelly, KY",
"Crutchfield, KY",
"Chavies, KY",
"Jonestown, KY",
"Keavy, KY",
"Crofton, KY",731
"Beaverlick, KY",
"Horse Branch, KY",
"Rineyville, KY",
"Beechwood Village, KY",1367
"Wickliffe, KY",672
"Newport, KY",15241
"Dizney, KY",
"McKinney, KY",
"Northfield, KY",1053
"Manchester, KY",1391
"Strathmoor Manor, KY",343
"Upton, KY",686
"Richlawn, KY",418
"Arlington, KY",308
"Kimper, KY",
"Mount Eden, KY",
"Milltown, KY",
"Barbourville, KY",3170
"Covington, KY",40797
"Dixon, KY",907
"Jonesville, KY",
"Gatliff, KY",
"Pike View, KY",
"Dunmor, KY",
"Smithfield, KY",108
"Dry Ridge, KY",2219
"Norbourne Estates, KY",458
"Waverly, KY",308
"Belfry, KY",
"Cecilia, KY",
"Coletown, KY",
"Burna, KY",
"Beechburg, KY",
"Manor Creek, KY",231
"Monticello, KY",6087
"Brooks, KY",
"Midway, KY",1706
"Cherokee, KY",
"South Shore, KY",1086
"Grand Rivers, KY",372
"Camargo, KY",1127
"Panco, KY",
"Carrollton, KY",3874
"Avon, KY",
"Harrodsburg, KY",8419
"Leesburg, KY",
"Goshen, KY",985
"Shepherdsville, KY",12082
"Hickory, KY",
"White Oak, KY",
"Elihu, KY",
"Morrill, KY",
"Beechwood, KY",
"Raceland, KY",2384
"Diablock, KY",
"Augusta, KY",1175
"Uniontown, KY",951
"Rome, KY",
"East Bernstadt, KY",
"Glenville, KY",
"Centertown, KY",445
"Lovelaceville, KY",
"Emlyn, KY",
"Phillipsburg, KY",
"Pathfork, KY",
"York, KY",
"Mozelle, KY",
"Munfordville, KY",1653
"Kuttawa, KY",660
"Glenview, KY",542
"Bancroft, KY",509
"Hickman, KY",2183
"Freemont, KY",
"Charters, KY",
"Mooleyville, KY",
"Elkton, KY",2136
"Flatwoods, KY",7311
"Lebanon Junction, KY",1927
"Frankfort, KY",27885
"Stanley, KY",
"Sublett, KY",
"Johnetta, KY",
"South Carrollton, KY",181
"Willard, KY",
"Rich Pond, KY",
"Liberty, KY",2155
"Belton, KY",
"Petersburg, KY",
"Owensboro, KY",59273
"Jamestown, KY",1806
"Hiseville, KY",
"Elrod, KY",
"Crestview Hills, KY",3332
"Millersburg, KY",792
"Broeck Pointe, KY",281
"Seneca Gardens, KY",717
"Lee City, KY",
"Stanton, KY",2670
"Bank Lick, KY",
"Fearisville, KY",
"Maryhill Estates, KY",181
"Pineville, KY",1756
"Cranston, KY",
"Shipley, KY",
"Wingo, KY",636
"Nazareth, KY",
"Smithland, KY",293
"Slaughters, KY",212
"Lenoxburg, KY",
"Nina, KY",
"Alva, KY",
"Cool Springs, KY",
"Allensville, KY",
"Prestonville, KY",159
"Buffalo, KY",
"Campbellsville, KY",11387
"Cambridge, KY",179
"Clinton, KY",1321
"Boston, KY",
"Pine Grove, KY",
"Middleton, KY",
"Hollow Creek, KY",805
"Wheeler, KY",
"Cooper, KY",
"Cardwell, KY",
"Panther, KY",
"Waddy, KY",
"Combs, KY",
"Lakeview Heights, KY",232
"Symsonia, KY",
"Eubank, KY",325
"Earlington, KY",1385
"Watterson Park, KY",1005
"Rochester, KY",154
"Lamasco, KY",
"Flatgap, KY",
"Wheelwright, KY",542
"Minerva, KY",
"Cold Spring, KY",6227
"Myers, KY",
"Raywick, KY",135
"Highland Heights, KY",7155
"Poplar Hills, KY",421
"Hardinsburg, KY",2326
"Cundiff, KY",
"Audubon Park, KY",1505
"Hanson, KY",729
"Wolf Creek, KY",
"Crayne, KY",
"Oakdale, KY",
"McDaniels, KY",
"Clarkson, KY",885
"Versailles, KY",9270
"Vaughns Mill, KY",
"Elizaville, KY",
"Creekside, KY",322
"Summit, KY",
"Gray Hawk, KY",
"Lynnview, KY",943
"Garlin, KY",
"Wheatcroft, KY",157
"Vine Grove, KY",5921
"Bruin, KY",
"Mayking, KY",
"Vicco, KY",318
"Concord, KY",34
"Bellewood, KY",332
"Russell Springs, KY",2554
"Auburn, KY",1348
"Oldtown, KY",
"Hustonville, KY",397
"Concordia, KY",
"Fletcher, KY",
"Benham, KY",459
"Crittenden, KY",3876
"Sutherland, KY",
"Spring Valley, KY",676
"Thornhill, KY",182
"Colmar, KY",
"Ezel, KY",
"Pioneer Village, KY",2899
"Summer Shade, KY",
"Farmington, KY",
"Pleasureville, KY",851
"Jonancy, KY",
"New Hope, KY",
"Yosemite, KY",
"Field, KY",
"Robinson, KY",
"Danville, KY",16802
"Cropper, KY",
"Bandana, KY",
"North Corbin, KY",
"Hinton, KY",
"Crider, KY",
"Hendron, KY",
"Edgewood, KY",8748
"Lincolnshire, KY",150
"Alton, KY",
"Moreland, KY",
"Morehead, KY",7758
"Erlanger, KY",18813
"Gradyville, KY",
"River Bluff, KY",431
"Ten Broeck, KY",104
"Langley, KY",
"Devon, KY",
"Peaks Mill, KY",
"Hall, KY",
"Elk Horn, KY",
"Rolling Fields, KY",663
"Perryville, KY",766
"Pierce, KY",
"Hardin, KY",612
"Knifley, KY",
"Bee Spring, KY",
"Sycamore, KY",164
"Benton, KY",4531
"Ludlow, KY",4524
"Heath, KY",
"Boone, KY",
"Whitesville, KY",537
"Sedalia, KY",
"Crab Orchard, KY",831
"Sebree, KY",1573
"Sandgap, KY",
"Mountain Valley, KY",
"Grays Branch, KY",
"Trenton, KY",378
"Rabbit Hash, KY",
"Speight, KY",
"Baskett, KY",
"Kingston, KY",
"Union City, KY",
"McVeigh, KY",
"Ekron, KY",146
"Mattoxtown, KY",
"Bradfordsville, KY",295
"Farristown, KY",
"Worthington, KY",1571
"Halfway, KY",
"Loyall, KY",639
"Lola, KY",
"Eolia, KY",
"Lair, KY",
"Paris, KY",9840
"Vancleve, KY",
"Glen Dean, KY",
"Paintsville, KY",4203
"Steubenville, KY",
"Hunters Hollow, KY",379
"Woodlawn Park, KY",978
"Hebron Estates, KY",1153
"South Williamson, KY",
"Royville, KY",
"Dunnville, KY",
"Henderson, KY",28841
"Blandville, KY",
"Sacramento, KY",459
"Rectorville, KY",
"Lyndon, KY",11407
"Adairville, KY",876
"Beulah, KY",
"Graymoor-Devondale, KY",2960
"Middlesboro, KY",
"Hills and Dales, KY",144
"Masonville, KY",
"Morgantown, KY",2453
"Cayce, KY",
"Bedford, KY",597
"Epleys, KY",
"Paducah, KY",25145
"Smith, KY",
"Millville, KY",
"Dublin, KY",
"Lexington, KY",318449
"Oneida, KY",
"Stella, KY",
"Finchville, KY",
"Mentor, KY",210
"Hollyhill, KY",
"Briensburg, KY",
"Oak Grove, KY",7370
"Forest Hills, KY",462
"Rockholds, KY",
"Keene, KY",
"Olympia, KY",
"Meadowbrook Farm, KY",137
"Onton, KY",
"Shawhan, KY",
"Allegre, KY",
"Sullivan, KY",
"Jeff, KY",
"Artemus, KY",
"Visalia, KY",
"Colesburg, KY",
"Marion, KY",2981
"Rockport, KY",271
"Blairs Mills, KY",
"Ryland, KY",
"Shelbyville, KY",15514
"Pellville, KY",
"White Plains, KY",905
"Brownsboro Village, KY",329
"Burning Springs, KY",
"Closplint, KY",
"Jackson, KY",2117
"Campton, KY",425
"Sparta, KY",267
"Decoy, KY",
"Sharpe, KY",
"Nicholasville, KY",30006
"Williamstown, KY",3965
"Henshaw, KY",
"Powderly, KY",734
"Massac, KY",
"Butler, KY",594
"Jenkins, KY",2070
"Elkatawa, KY",
"Patesville, KY",
"Grove Center, KY",
"Saxton, KY",
"Fincastle, KY",849
"Taylorsville, KY",1252
"Owenton, KY",1539
"Summersville, KY",
"Aurora, KY",
"Bonnieville, KY",262
"Howardstown, KY",
"Green Spring, KY",738
"Saint John, KY",
"Bernstadt, KY",
"Druid Hills, KY",320
"Clay City, KY",1098
"Idlewild, KY",
"Barbourmeade, KY",1256
"Cadiz, KY",2626
"Owingsville, KY",1592
"La Center, KY",986
"Threelinks, KY",
"Loretto, KY",709
"Gracey, KY",
"Rosine, KY",
"Stamping Ground, KY",746
"Fallsburg, KY",
"Fulton, KY",2211
"Carver, KY",
"Lewisport, KY",1720
"Gilpin, KY",
"Sugar Grove, KY",
"Frenchburg, KY",535
"Fox Chase, KY",479
"Fordsville, KY",532
"Irvington, KY",1178
"Willisburg, KY",288
"Richardsville, KY",
"Aberdeen, KY",
"Livia, KY",
"Pleasant View, KY",
"Carlisle, KY",1994
"La Grange, KY",8722
"Mount Olivet, KY",349
"Nebo, KY",229
"Clay, KY",1150
"Battletown, KY",
"Oneonta, KY",
"Brownsboro Farm, KY",668
"Cobb, KY",
"Wax, KY",
"McHenry, KY",395
"Slade, KY",
"Coxton, KY",
"Slemp, KY",
"Riley, KY",
"Beda, KY",
"Camp Springs, KY",
"Sadieville, KY",340
"Bagdad, KY",
"Dorton, KY",
"Blackford, KY",
"Hargis, KY",
"Leitchfield, KY",6874
"Creelsboro, KY",
"Brooklyn, KY",
"Samuels, KY",
"California, KY",86
"Lynch, KY",694
"Anton, KY",
"Ritchie, KY",
"Reidland, KY",
"Germantown, KY",153
"Adams, KY",
"Princeton, KY",6119
"Fort Wright, KY",5766
"Wellington, KY",580
"Corinth, KY",233
"Lake, KY",
"High Bridge, KY",
"Mayfield, KY",9999
"McRoberts, KY",
"Tiline, KY",
"Norwood, KY",383
"Breckinridge Center, KY",
"Ledbetter, KY",
"Riceville, KY",
"Lost Creek, KY",
"Murray Hill, KY",607
"Cannonsburg, KY",
"Van Lear, KY",
"Conway, KY",
"Vanceburg, KY",1427
"South Fork, KY",
"Halls Gap, KY",
"Garner, KY",
"Orchard Grass Hills, KY",1734
"Mockingbird Valley, KY",169
"Heidrick, KY",
"Park City, KY",562
"Hindman, KY",733
"Zag, KY",
"Trent, KY",
"Eminence, KY",2566
"McQuady, KY",
"Warfield, KY",250
"Simpsonville, KY",2751
"Bullittsville, KY",
"Primrose, KY",
"Ravenna, KY",586
"Oakbrook, KY",
"Athens, KY",
"Bewleyville, KY",
"Plantation, KY",862
"Westport, KY",
"Payne Gap, KY",
"Corydon, KY",702
"Jessietown, KY",
"Elsmere, KY",8520
"Georgetown, KY",33440
"Casky, KY",
"Huntsville, KY",
"Doe Valley, KY",
"Claryville, KY",
"Hillsboro, KY",
"Vortex, KY",
"Houston Acres, KY",504
"LaFayette, KY",168
"Fairview, KY",145
"Birdsville, KY",
"Island, KY",457
"Oxford, KY",
"Plano, KY",
"Tolu, KY",
"Park Hills, KY",2999
"Booneville, KY",76
"Oakton, KY",
"Wurtland, KY",1036
"Pembroke, KY",874
"Anchorage, KY",2425
"Almo, KY",
"Crossgate, KY",229
"Plum Springs, KY",498
"Nancy, KY",
"Glendale, KY",
"Garrison, KY",
"Crescent Park, KY",
"Langdon Place, KY",974
"Carter, KY",
"Springlake, KY",
"Fox Creek, KY",
"Ashland, KY",21038
"Fancy Farm, KY",
"Sunnybrook, KY",
"Burgin, KY",968
"Hillview, KY",8851
"Madisonville, KY",19399
"Albany, KY",2013
"Mount Sterling, KY",7242
"Auxier, KY",
"Russell, KY",3244
"Elk Creek, KY",
"Long Ridge, KY",
"Williamsburg, KY",5313
"Bremen, KY",194
"Taylorsport, KY",
"Pippa Passes, KY",643
"Big Clifty, KY",
"Poindexter, KY",
"Clay Village, KY",
"Sturgis, KY",1890
"Cowan, KY",
"Milford, KY",
"Narrows, KY",
"Bellevue, KY",5845
"Ewing, KY",264
"Custer, KY",
"Gratz, KY",77
"Richwood, KY",
"Kirkwood, KY",
